STA_SEQ,WaterbodyName,Description,ylat,xlong,munName,subBasin,adbSegID,stationsCommentTxt,lastUpdateDate
19955,NNT to Saugatuck River,US of State HWY 53 (Redding Rd),41.299709,-73.399657,REDDING,7200,CT7200-14_01,Established Fall 2017 as new 2018 probmon site; Probmon site - CTS06621-1102,11/17/2021
19956,Limekiln Brook,Adjacent to Plumtrees Road,41.391945,-73.390853,BETHEL,6606,CT6606-00_03,Established Fall 2017 as new 2018 probmon site; Probmon site - CTS06621-1090,11/17/2021
19957,Merryall Brook,~160 M US of Indian Trail Road,41.651682,-73.44668,NEW MILFORD,6501,CT6501-00_01,Established Fall 2017 as new 2018 probmon site; Probmon site - CTS06621-1082,11/17/2021
19958,Tankerhoosen River,300m below Fish and Game Road,41.842804,-72.43731,VERNON,4503,null,FD- above waterfalls,10/5/2021
19959,"Beaver Brook, Unnamed tributary to",US of Rte 207,41.616941,-72.100077,SPRAGUE,3804,null,FD,1/10/2022
19960,Riel Brook,US of Rte 207-Across fomr Scholll Hill Rd,41.612411,-72.089294,SPRAGUE,3804,null,FD- Dry fall 2017,10/5/2021
19961,Ayers Brook,DS of Holton Rd,41.639097,-72.120973,FRANKLIN,3804,null,FD- Dry fall 2017,10/5/2021
19962,Exeter Brook Trib,US of Ret 207,41.621449,-72.255297,LEBANON,3901,null,FD,10/5/2021
19964,Bartlett Brook Trib,Dirt Rd off Old Cochester and Levita Rds,41.617499,-72.308535,LEBANON,3902,null,FD- Dry fall 2017,10/5/2021
19965,Beaver Brook,US of Rte 14,41.698175,-72.11189,SCOTLAND,3802,null,FD-Thermograph,2/9/2018
19966,Beaver Brook,DS of Back Rd,41.72967,-72.12614,WINDHAM,3802,null,FD-Thermograph 2017,2/9/2018
19967,Little River,US North Bigelow Rd,41.78034,-72.04499,HAMPTON,3805,null,FD-Thermograph 2017,2/9/2018
19968,Murphy Brook,US of Sarah Pearl Rd,41.78627,-72.03633,HAMPTON,3805,null,FD-thermograph 2017,2/9/2018
19969,Merrick Brook,US middle Brook Street Bridge,41.711961,-72.0828,SCOTLAND,3803,null,FD-Thermograph 2017,1/26/2018
19970,"Merrick Brook, Trib",50 up from Brook in WMA,41.6762,-72.112965,SCOTLAND,3803,null,FD=thermograph 2017,1/26/2018
19971,Pinch Street Brook,US of Pinch Street,41.69966,-72.088303,SCOTLAND,3803,null,FD=Thermograph 2017,10/4/2017
19972,Mallory Brook,30m upstream Sabbady Lane,41.6494,-73.3008,WASHINGTON,6700,6700.0,Established 2017 by Washington Montessori School (volmon) as new RBV monitoring location,10/5/2021
19973,Tufts Branch,30m upstream Quinebaug Road (Rte 131),42.0201,-71.9417,THOMPSON,3700,CT3700-03_01,Established 2017 by The Last Green Valley (volmon) as new RBV monitoring location,10/7/2021
19974,Nightingale Brook,100m upstream of Taft Pond Road,41.881452,-72.0213,POMFRET,3710,3710.0,Established 2017 by the Woodstock Academy/The Last Green Valley as a new RBV monitoring location,10/5/2021
19975,Stiles Brook,135m Downstream Hidden Brook Drive Culvert,41.502206,-73.205806,SOUTHBURY,6800,null,"Blacknose dace, creek chub, bluegill sunfish, and wild brook trout were all present. A majority of the brook trout were young of year, but there were two adults present in the culvert pool.; Inland Fisheries Division. Fish Sample Site. This is a feeder stream to the Pomperaug River. A 135m headwater sample was completed for the first time on 9/21/2017.",11/17/2021
19976,South Brook,Downstream of Middle Quarter Road Culvert to upstream through both culvert pools,41.524892,-73.201225,WOODBURY,6800,null,"Fish Sample Site. Blacknose dace and creek chub were present, as well as C. robustus crayfish.; IFD. This 63.6m sample started downstream of Middle Quarter Road at the channelized pool adjacent to the State of Connecticut building parking lot on 9/21/17. The headwater sample ended just upstream of Middle Quarter Road; both culvert pools were shocked",11/17/2021
19977,South Brook,"Off Trolley Bed Road, off Route 64",41.5253,-73.1819,WOODBURY,6800,null,; Inland Fisheries Division. Fish Sample Site. South Brook at this location was swampy and unsampleable on 9/21/2017.,11/17/2021
19978,"Eightmile Brook, No Name Tributary to",Upstream Judd Road Crossing,41.513175,-73.158293,SOUTHBURY,6023,null,"Inland Fisheries Division. Fish Sample Site. Largemouth bass, redfin pickerel, creek chub, and bluegill sunfish were present.; This 52m headwater sample started at the Judd Road Crossing and ended 52m upstream on 9/21/2017. Downstream was not sampled because it was a very large culvert pool and completely dry upstream of the pool; it did not appear to be representative.",11/17/2021
19979,"Pomperaug River, No Name Tributary to",Downstream Bacon Pond Road in Town in Country Condo Complex to Upstream,41.534031,-73.196446,WOODBURY,6800,null,; Inland Fisheries Division. Fish Sample Site. Blacknose dace and creek chub were present in this 50m headwater sample on 9/21/2017.,11/17/2021
19980,"Nonnewaug River, No Name Tributary to",Quarry Road off Bacon Pond Road,41.5413,-73.1938,WOODBURY,6802,null,; Inland Fisheries Division. Fish Sample Site. This stream was heavily impacted by the quarry operation and is now a swamp/pond. It was not sampleable on 9/21/2017.,11/17/2021
19981,"Cat Swamp Pond, No Name Tributary to",Off Cat Swamp Road,41.5515,-73.1811,WOODBURY,6802,null,; Inland Fisheries Division. Fish Sample Site. This site was documented as unsampleable because it was swampy on 9/21/2017.,11/17/2021
19982,"Nonnewaug River, No Name Tributary to",Off Minortown Road adjacent to Nonnewaug High School,41.55752,-73.188354,WOODBURY,6802,6802-00-3-R10,; Inland Fisheries Division. Fish Sample Site. This headwater was documented on 9/21/2017 as having very little water and being very overgrown. It was unsampleable.,12/27/2021
19983,"Nonnewaug River, No Name Tributary to","Upstream Minortown Road, located just after Walker Road",41.5617,-73.1863,WOODBURY,6802,null,"Inland Fisheries Division. Fish Sample Site.; This 40m sample started at Minortown Road crossing and ended at the homeowner's small white bridge on 9/21/17. Young of year wild brook trout, creek chub, blacknose dace, and C. robustus crayfish were present.",11/17/2021
19984,"Nonnewaug River, No Name Tributary to",Downstream Middleroad Turnpike,41.553083,-73.192381,WOODBURY,6802,null,"Fish Sample Site. Tessellated darter, white sucker, blacknose dace, creek chub, and largemouth bass were present.; Inland Fisheries Division. This 40m headwater sample started at a long, flat channel pool and ended at impenetrable rose bushes just downstream of the culvert crossing on 9/21/17. There was not a lot of riffle habitat.",11/17/2021
19985,"Lake Quassapaug, No Name Tributary to",Private road to Lake Quassapaug off White Deer Rocks Road,41.543835,-73.15748,MIDDLEBURY,6023,null,; Inland Fisheries Division. Fish Sample Site. This headwater was documented as completely dry and unsampleable on 9/21/2017.,11/17/2021
19986,Merrick Brook,at Kemp Rd,41.73173,-72.082635,SCOTLAND,3803,null,Flow -temp data=IFD,11/8/2017
19987,Merrick Brook,at Gager Hill Rd,41.69168,-72.087392,SCOTLAND,3803,null,flow-temp logger -IFD,11/8/2017
19988,Beaver Brook,DS of Bass Rd,41.7223,-72.129639,WINDHAM,3802,6802-00-3-R10,FLow/temp data  IFD,12/27/2021
19989,Housatonic River,At the Mill Brook Thermal Refuge (the confluence of the Housatonic River and Mill Brook),41.871517,-73.36497,CORNWALL,6000,null,; Inland Fisheries Division. Fish Sample Site. This is a Long Term Reference Site to assess trout using the thermal refuge.,11/17/2021
19990,Mattabesset River,Rt. 372 Mill Street,41.62651,-72.75144,BERLIN,4600,CT4600-00_04,50ft downstream of bridge crossing - near Starlight Diner.; IFD fish sampling and temperature monitoring site.,12/27/2021
19991,"Pequabuck River, NNT to","Preston Road, upstream of",41.696701,-73.026864,PLYMOUTH,4315,null,fish sampling location; IFD fish sampling location upstream of Preston Road,11/17/2021
19992,East Mountain Reservoir,Off Hamilton Ave or Terry Rr,41.5255,-73.0052,WATERBURY,6914,null,added by Mike B; Fisheries Lake Pond sample code EMR,11/17/2021
19993,Gorton Pond,at deepest part of lake,41.3422,-72.2101,EAST LYME,2205,null,; fisheries lake and pond survey site code GOR Updated by A. Aarrestad to reflect Deep Hole location.,11/17/2021
19994,State Line Pond,in lake,42.0231,-72.316,STAFFORD,3102,null,; Fisheries lake and pond survey code STL,11/17/2021
19995,Woodridge Lake,at deepest part of lake,41.80086,-73.24929,GOSHEN,6701,null,; Privately owned lake Fisheries lake and pond survey code WBL Updated by A. Aarrestad to reflect Deep Hole location.,11/17/2021
19996,Housatonic River,in Bulls Bridge Impoundment (upstream of dam),41.680216,-73.5077,KENT,6000,null,; Fisheries Lake pond survey site Code HBB,11/17/2021
19997,Housatonic River,in Falls Village Impoundment (above dam),41.9644,-73.3704,SALISBURY,6000,null,; Fisheries lake and pond sample code HFV,11/17/2021
19998,Yantic River,near mouth,41.531265,-72.086946,NORWICH,3900,null,; Fisheries lake pond sample code YAN,11/17/2021
19999,Shetucket River,near mouth,41.5224,-72.07166,NORWICH,3800,null,; fisheries lake and pond code SHT,11/17/2021
20000,Holland Brook,US of Rte 17,41.67962,-72.599305,GLASTONBURY,4006,CT4007-04_01,Temp Logger,10/5/2021
20002,Hamburg Cove (Eightmile River),in Cove,41.376182,-72.361651,LYME,4800,null,; Fisheries Lake and Pond sample cod HAM,11/17/2021
20003,Brown Brook,US 600m from Mouth at Power lines,41.929949,-73.27672,CANAAN,6200,null,Above beaver dam,1/23/2018
20004,Cussgutter Brook,"NORTH OF LAKE COMPOUNCE PARK, END UPSTREAM OF ABANDONED WATER DIVERSION",41.644529,-72.926376,CHESHIRE,5201,null,IFD,1/23/2018
20005,Dingle Brook,"parallel Dingle Brook Lane, 300m above mouth",41.462221,-73.331105,NEWTOWN,6018,null,IFD,1/23/2018
20006,Great Brook,DS of Elm St,41.581147,-73.40616,NEW MILFORD,6000,null,IFD,1/23/2018
20007,Great Brook,DS of Rte 67,41.576066,-73.408705,NEW MILFORD,6000,null,IFD,1/23/2018
20008,Great Brook,US rte 109,41.603692,-73.401371,NEW MILFORD,6000,null,IFD,1/23/2018
20009,Great Brook,US of Park Lane East,41.597841,-73.399191,NEW MILFORD,6000,null,IFD,1/23/2018
20010,"Lake Lillinonah, Tributary to",upstream from lake,41.517406,-73.397392,NEW MILFORD,6000,null,IFD,1/23/2018
20011,"Lake Lillinonah, Tributary to",US from Lake,41.48929,-73.366641,BRIDGEWATER,6000,null,IFD,11/6/2018
20012,"Lake Lillinonah, Tributary to","US of Lake, DS of Roe Pond",41.498652,-73.320882,SOUTHBURY,6000,null,IFD,1/23/2018
20013,"Lake Lillinonah, Tributary","US from Lake,",41.493854,-73.330502,BRIDGEWATER,6000,null,IFD,1/23/2018
20014,"Lake Lillinonah, Tributar to",US from lake,41.471388,-73.295906,SOUTHBURY,6000,null,IFD,1/23/2018
20015,Means Brook,"US rte 108, St Lawerence Religous Educaiton Center",41.297017,-73.099748,SHELTON,6024,null,"FD,",1/26/2018
20016,Means Brook,"DS of East Village Rd, Ds of Aquaduct",41.356455,-73.179719,MONROE,6024,null,FD,1/26/2018
20017,Means Brook,DS of East Village Rd 700m,41.353904,-73.174612,MONROE,6024,null,FD-,1/26/2018
20018,Naugatuck River,Behind Jamison Co. 550m above rte 118,41.769595,-73.116153,HARWINTON,6900,null,Fd-  DS of STP,1/26/2018
20019,Norwalk River,RailRoad Cross below Seeley Rd,41.224699,-73.424645,WILTON,7300,null,FD-,1/26/2018
20020,Norwalk River,Parrallel to Rt 7 750m above Branchville Rd,41.273948,-73.44468,RIDGEFIELD,7300,null,FD-,4/4/2018
20021,Pequonnock River,Parallel Trumbull Park Rd to dam,41.225211,-73.178704,TRUMBULL,7105,null,FD-,1/26/2018
20022,Pond Brook,US of Summer Hill Rd,41.392856,-72.634218,MADISON,5106,null,FD-,1/29/2018
20023,Hammonasset River,South End of Heatherwood Development,41.339982,-72.613523,MADISON,5106,null,FD- Madison Land Trust Prop.,1/29/2018
20024,North Branch Pootatuck River,at Rte 25/S. Main Street,41.376324,-73.273307,NEWTOWN,6020,null,FD-2018 sample: 25m below to 200m above Rte 25 2019 volunteer temperature monitoring location - description: Aquarion pumping station near Sand Hill plaza,10/5/2021
20025,"Deep Brook, Tributary to",US of Head of Meadow Rd,41.391974,-73.322807,NEWTOWN,6019,null,FD,1/29/2018
20026,Shepaug River,1mile DS of Roxbury Land Trust,41.533648,-73.317822,ROXBURY,6700,null,; FD,11/17/2021
20027,Indian Hollow Brook,DS of Indian Hollow Road,41.684171,-72.136883,WINDHAM,3801,null,FD=,2/1/2018
20028,Quinnatisset Brook,DS Ballard Rd.,41.942263,-71.880175,THOMPSON,3300,null,FD-,2/1/2018
20029,Housatonic River,East Side Turnip  Island,41.832732,-73.382475,CORNWALL,6000,null,FD- smallmouth bass only sample,2/1/2018
20030,East Branch Mount Hope River,250m US of Chism Brook Confluence,41.901085,-72.161278,ASHFORD,3206,null,Above pond at end of Iron Mine Lane   FD,2/2/2018
20031,Theims Brook,DS of Hop River Road,41.738678,-72.310488,COVENTRY,3108,null,FD,2/2/2018
20032,Piper Brook,"US of Rte 9, parallel to Lester St",41.686313,-72.757148,NEW BRITAIN,4402,null,FD,2/5/2018
20033,Austin Brook,Adj. to South Stone Street,41.986037,-72.717866,SUFFIELD,4100,null,FD,2/5/2018
20034,Ivy Mountain Brook,125 m DS of Ivy Mountain  Pond dam,41.871262,-73.217652,GOSHEN,6705,null,FD- in Charter Oak Golf course,2/5/2018
20035,Marshepaug River,US of Shear Shop Road,41.77268,-73.267558,GOSHEN,6701,null,FD,1/31/2019
20036,Murphy Brook,US of Robbins Rd/Old route 6,41.779778,-72.04271,HAMPTON,3805,null,sample downstream of pond- FD,2/9/2018
20037,Blackberry River,"BHC pumphouse corner pool , 450m DS rte 7",42.02363,-73.328884,CANAAN,6100,null,FD-,3/6/2018
20038,blackberry River,US of Housatonic River,42.032727,-73.346567,CANAAN,6100,null,FD,3/6/2018
20039,Blackberry River,Us of Lower Road Bridge,42.010557,-73.304448,CANAAN,6100,null,FD,3/6/2018
20040,"Whiting River, unnamed trib",above College HIll Rd. 100m,42.027739,-73.296011,NORTH CANAAN,6101,null,FD,3/6/2018
20041,Pond Brook,Upsream intersection of Pond Brook and Georges Hill roads,41.448962,-73.34141,NEWTOWN,6018,CT6018-00_02,Established 2017 by CVTU (Volmon) as new RBV station,1/5/2022
20042,Pootatuck River,"Within Rocky Glen State Park (Pootatuck Gorge), adjacent Glen Road",41.427619,-73.28134,NEWTOWN,6020,6020.0,Established 2017 by volunteers (CVTU) as new RBV site,10/5/2021
20043,"West Branch Farmington River, Unnamed tributary to (Legion Brook)","Within American Legion Forest, upstream Legion Road",41.928006,-73.01084,BARKHAMSTED,4300,4300.0,Established 2017 by volunteers (FRWA) as new RBV site,10/5/2021
20044,East Spring Brook,30m downstream of Maddox Rd.,41.63119,-73.184787,BETHLEHEM,6801,CT6801-00_01,Established 2017 by volunteers (PRWC) as new RBV site,1/5/2022
20045,East Meadow Brook,Downstream Church Hill Rd,41.597928,-73.205541,WOODBURY,6802,CT6802-13_01,Established 2017 by volunteers (PRWC) as new RBV site; Downstream of Flanders Nature Center south farm field; 100 feet downstream of trail crossing,11/17/2021
20046,Spruce Brook,"Downstream of Spruce Brook Road, near New Road",41.487886,-73.268601,SOUTHBURY,6806,CT6806-05_01,Established 2017 by volunteers (PRWC) as new RBV site; on Southbury Land Trust property,11/17/2021
20047,Mashamoquet Brook,15m downstream Wolf Den Road,41.856331,-71.9664,POMFRET,3710,3710.0,Established 2017 by volunteers (TLGV/Woodstock Academy) as new RBV site,10/5/2021
20048,Elisha Brook,40m upstream Winnenden Road,41.573793,-72.11637,NORWICH,3900,3900.0,Established 2017 by volunteers (TLGV) as new RBV site,10/5/2021
20049,Byram River,Between Fairview Country Club and Hycliff Road (Audubon property),41.0704,-73.6857,GREENWICH,7411,CT7411-00_02,Established 2017 by volunteers (GIWWA) as new RBV site and VSTeM site,12/27/2021
20050,Nonewaug River,Adjacent to Nonewaug Rd,41.606372,-73.174019,WOODBURY,6802,6802.0,Station created for photo documentation project,4/25/2018
20051,Jeremy River,300 ft upstream Route 149,41.58021,-72.40082,COLCHESTER,4705,CT4705-00_02,Established 2017 by volunteers (SRWP) as new RBV site; 4/25/18: Site of a recent dam removal project. Station located in part of river that was previously the mill pond upstream of the (now removed) dam,1/5/2022
20052,"Moodus Reservoir, Lower",at deepest part of lake,41.51449,-72.42336,EAST HADDAM,4710,null,"New Station 2018 lake survey for lower portion of Moodus reservoir, upper res has a separate boat launch and station on other side of road, traditional sampling location. WT; Access from Mott Lane off of Route 149. Very shallow, narrow old river channel is deep hole. Boat launch is 41.51584,-72.42315. WT",11/17/2021
20053,Pattaconk Reservoir,at deepest part of lake,41.40927,-72.52472,CHESTER,4017,null,; 2018 Lake Survey established deep hole site. Need gate lock combo to launch boat to the right of swimming area near dam. Deep hole straight out. Total depth 4.5 Meters. WT,11/17/2021
20054,Blackmans Brook,at mouth,41.743327,-72.377792,ANDOVER,3108,CT3108-06_01,Established 2018 by volunteers (Andover conservation commission) as new stream temperature monitoring site; Immediately upstream of Clarke property right-of-way off Riverside Drive,11/17/2021
20055,"Hop River, Unnamed tributary to (Cheney Brook)",Between Route 6 and rail trailcrossing (below Andover Lake),41.730779,-72.356493,ANDOVER,3108,CT3108-08_01,Established 2018 by volunteers (Andover Conservation Commission) as new stream temperature monitoring location; outflow of Andover Lake Station located on town-owned land,12/27/2021
20056,Nickel Mine Brook,US University Drive,41.824332,-73.15946,TORRINGTON,6903,null,Station created for streamflow photo documentation project,5/14/2018
20057,Gardner Lake,GRD-OUT1 outflow into left side of swimming area,41.501305,-72.225266,SALEM,3906,null,; Outflow into left side of Gardner Lake swimming area. Located in-between parking area and beach.,11/17/2021
20058,Gardner Lake,GRD-OUT2 outflow into right side of swimming area,41.501442,-72.22433,SALEM,3906,null,; Outflow into right side of Gardner Lake swimming area. Located at far right side of beach.,11/17/2021
20059,Race Brook,Racebrook Tract hiking bridge crossing,41.30342,-73.01678,ORANGE,5307,null,Station created for streamflow photo documentation.,6/12/2018
20060,Hurds Brook,Between Masuk High School and Masuk Nurseries,41.35,-73.19198,MONROE,6024,CT6024-01_01,Approximately 450m upstream of existing station behind Monroe HS NRSA Station 2018 -- NRS18_CT_10017,12/27/2021
20061,Mount Hope River,200 m downstream of Oakes Road,41.9006,-72.17456,ASHFORD,3206,CT3206-00_02,Established 2018 as new NRSA station NRS18_CT_10030,12/27/2021
20062,"Shepaug River, Unnamed tributary to",Parallel to Judds Bridge Road (630 m upstream Walker Brook Road South),41.58868,-73.35209,NEW MILFORD,6700,CT6700-23_02,Established 2018 as new NRSA site NRS18_CT_10031; Located 630m upstream of station 15518 (segment CT6700-23_01),12/27/2021
20063,Dark Hollow Brook,600 m upstream of Coal Pit Road,41.51332,-71.86226,NORTH STONINGTON,3604,3604.0,Established 2018 as new NRSA Site NRS18_CT_10035; Located just south of Voluntown/North Stonington municipal border,11/17/2021
20064,Merrick Brook,DS of Rte 6,41.768349,-72.096308,HAMPTON,3803,CT3803-00_01,"channelize first 30m, airline trail bridge at top end",12/27/2021
20065,Roaring Brook,280m US of Lohse Rd,41.924358,-72.263102,WILLINGTON,3104,null,Thermograph-DS of proposed Truck Stop project,6/27/2018
20066,Roaring Brook,970 m above Lohse Rd,41.929294,-72.261024,WILLINGTON,3104,null,Temp Logger- Control above proposed truck stop project,6/27/2018
20067,Roaring Brook Trib,Trib mouth 925m us of Lohse Rd,41.929034,-72.260725,WILLINGTON,3104,null,FD- site of potential thermal discharge from proposed truck stop; temp logger located 25 m upstream of trib mouth,11/17/2021
20068,Porter Brook,"In Median, US of West Bound I-384",41.771941,-72.470367,MANCHESTER,4504,4504-01-1-L1,"FD-Sliplining  preconstruction samples; Channelized, cut stone, Interstate median",12/27/2021
20069,Porter Brook,DS of Finley Rd,41.773287,-72.473287,MANCHESTER,4504,4504-01-1-L1,bad culvert Finley Rd-FD- Natural channel above Pond,12/27/2021
20070,Porter Brook,US of Finley Rd,41.772896,-72.472842,MANCHESTER,4504,4504-01-1-L1,bad culvert- below sediment trap pond,12/27/2021
20071,Porter Brook,DS I-394,41.772395,-72.471402,MANCHESTER,4504,4504-01-1-L1,I-384 slip lining project FD,12/27/2021
20072,Porter Brook,US of I-384,41.771792,-72.467967,BOLTON,4504,4504-01-1-L1,Slip Lining project FD- Natural Channel Protected lands,12/27/2021
20073,Skinner Brook,Downstream Perrin Road,41.93099,-72.04401,WOODSTOCK,3201,CT3201-04_01,Established 2017 by volunteers (TLGV) as new temperature monitoring site; fish shocked 2018,10/7/2021
20074,Long Hill Brook,Mill Street,41.550014,-72.646919,MIDDLETOWN,4013,CT4013-08_01,Sample was conducted to assess impacts of chronic sewage leak.; IFD fish sample location upstream of Mill Street to pool at base of falls,12/27/2021
20075,Ball Brook,10 meters upstream from confluence with Hersig Brook,41.47729,-72.67645,DURHAM,4605,4605-04-1,IFD sampling location,12/27/2021
20076,Hollenbeck River Trib,195m north of interstion of rte 43 and 63,41.916085,-73.273123,CORNWALL,6200,null,FD; stream parallels rte 63 15 to the east.,11/17/2021
20077,North Branch Park River,downstream CSO #002 Granby St and Pembrooke St,41.792589,-72.70957,HARTFORD,4404,null,"; Created SU 2018 for CSO sampling (Bacteria, Total Metals, Dissolved Metals, General Chem)",11/17/2021
20078,North Branch Park River,downstream Asylum Ave and CSO #006,41.773076,-72.70339,HARTFORD,4404,null,"; Created SU 2018 for CSO sampling (Bacteria, Total Metals, Dissolved Metals, General Chem)",11/17/2021
20079,Gunn Brook,US Swifts Bridge Rd,41.8051,-73.3872,CORNWALL,6000,CT6000-14_01,Fisheries all species; Old blocked off bridge,12/27/2021
20080,Merwin Brook,Hidden Brook Drive Bridge Pool and Above,41.4839,-73.383,BROOKFIELD,6000,6000-43-1,fisheries- All Species; Big bridge pool and above,12/27/2021
20081,"Candlewood Lake Tributary, Cedar Lane Ext",US Cedar Lane EXT Bridge,41.5659,-73.491,SHERMAN,6400,6400-00-1-L5,Additional site down stream Brook trout no longer present- NO fish in sample; Fisheries- All species,12/27/2021
20082,Glasgo Pond,small cove near end of Summer Lane,41.565367,-71.882695,GRISWOLD,3600,null,; Created by A. Aarrestad 8/2/2018. T. Lizotte collected cyanobacteria sample on 8/1/2018.,11/17/2021
20083,Glasgo Pond,at state boat ramp,41.558239,-71.886804,GRISWOLD,3600,null,; Created by A. Aarrestad 8/2/2018. T. Lizotte collected cyanobacteria sample on 8/1/2018.,11/17/2021
20084,Sprain Brook,60 M DS from Bedrock Water Fall at Pull off On Washington RD,41.5708,-73.23,WOODBURY,6803,CT6803-00_01,All Species General Survey; 60 M DS from bed rock waterfall at Pull off on Washington Rd,12/27/2021
20085,Sprain Brook,85 M US of Bed Rock Waterfall on Washington Rd,41.571109,-73.231703,WOODBURY,6803,CT6803-00_01,"General Survey, all species. Waterfall potential barrier; US of Bed Rock Waterfall on Washington Rd",12/27/2021
20086,Nonewaug River,up from Young's Nursery Pond outflow pipe,41.5592,-73.2097,WOODBURY,6802,CT6802-00_01,"Single Pass All species, Sculpin; Nursery Pond Out Flow pipe into Nonewaug River to 100 m us from start",12/27/2021
20087,"Sargent River, Unnamed tributary to","at mouth, adjcent Sperry Road",41.382398,-72.990328,WOODBRIDGE,5303,CT5303-00-trib2_01,Established 2018 - fish community site/healthy waters site,12/27/2021
20088,Housatonic River,USGS Gage 01200600 Near New Milford,41.593,-73.45,NEW MILFORD,6000,null,,8/9/2018
20089,Plane Brook,Downstream of Breakneck Hill Road,41.308117,-72.49783,WESTBROOK,5103,CT5103-06_01,Established 2018 as new fish community site - predicted high MMI score - healthy waters initiative,12/27/2021
20090,Weekeepeemee River,Old Bridge Site at the end of Paper Mill Rd.,41.5763,-73.2271,WOODBURY,6804,CT6804-00_01,"No Trout, only Dace and Suckers; 120 M Upstream of the Old Bridge Site",12/27/2021
20091,Weekeepeemee River,500 M US from Sprain Brook,41.5736,-73.2229,WOODBURY,6804,CT6804-00_01,Waterfall barrier for trout and Sculpin; 50 Meters Below the Bedrock Water Fall to 100 meters above the water Falls,12/27/2021
20092,Gunn Brook,100 M US of RT 7 on Warren Hill Rd,41.8035,-73.3817,CORNWALL,6000,CT6000-14_01,Brook Trout and one Brown Trout- All Species sample; 100 M Us of Rt 7 on Warren Hill Road to 200 M above Rt 7,12/27/2021
20093,"Wangum Lake Brook, Unnamed tributary to",100m downstream Undermountain Rd (near #246),41.961042,-73.29751,CANAAN,6202,6202-00-2-R3-trib,"Established 2018 as fish community monitoring station.  Upstream of road monitored by volunteers (HVA) - 2017 coldwater site.  75m shocked and no fish --> shocked 100m downstream of road, also no fish --> either intermittent or too steep for fish (not impaired)",12/27/2021
20094,Hallville Pond,Adjacent to Route 2A,41.492107,-72.033348,PRESTON,3003,null,added to include a crayfish record of P. clarkii,8/21/2018
20095,Kirby Brook,Confluence with Shepaug River Us to Tunnel Rd Bridge,41.6166,-73.3234,WASHINGTON,6700,CT6700-17_01,Potential Brook Trout Barrier at Culvert; At the Confluence of Kirby Brook 14 M US to Tunnel Hill Rd,12/27/2021
20096,"Shepaug River, Unnamed tributary to (Curtis Brook)",at Tunnel Road,41.6079,-73.3286,WASHINGTON,6700,6700-00-3-R8-trib,Brook Trout Present 2019 volunteer temperature monitoring site (HVA); Tunnel Rd to US 140 M,12/27/2021
20097,Hollenbeck River,80 M DS of Lake Rd,41.8936,-73.2853,CORNWALL,6200,CT6200-00_01,Culvert Project HVA- No Brook Trout; 80 m DS of Lake RD to Lake Rd,12/27/2021
20098,Cemetery Brook,Downstream Fox Run Road (mouth),41.294274,-73.40957,REDDING,7200,CT7200-13_01,Established 2018 as healthy waters initiative site - high predicted MMI - shocked for fish (WBK stream),12/27/2021
20099,Moffitts Brook,"Adjacent to Fox Run Road, at confluence iwth Cemetery Brook",41.29429,-73.409173,REDDING,7200,CT7200-12_01,Established 2018 as healthy watersheds initiative site --> high predicted MMI score --> shocked for fish (confirmed WBK stream).  Shocked from 25m downstream of confluence with Cemetery Brook to Redding town open space trail crossing (75m above confluence),12/27/2021
20100,Beacon Hill Brook,at rte 63,41.45952,-72.99223,BETHANY,6918,null,several adjoining sites at DOT culvert replacement project; at rte 63 crossing,11/17/2021
20101,Deep Brook Trib,Upstream from Deep Brook,41.39728,-73.30029,NEWTOWN,6019,null,"Daylighted by James Belden project. Warm, intermittent.; habitat work in Dickenson Park",11/17/2021
20102,East Aspetuck River,US Marbledale sign along rte 202 300 m us Wheaton rd traffic light and intersection,41.669472,-73.36694,WASHINGTON,6502,null,,9/13/2018
20103,East Aspetuck River,300 m US New Milford/ Washington town line,41.658,-73.3745,WASHINGTON,6502,null,,9/13/2018
20104,East Branch Salmon Brook,US from 50 m above Belden Brook confluence,42.00167,-72.83417,GRANBY,4320,null,,9/13/2018
20105,East Branch Salmon Brook,Mechanicsville Rd,41.97101,-72.8033,GRANBY,4320,null,,9/13/2018
20107,East Branch Salmon Brook,US Manitook Lake outflow,41.98278,-72.796111,GRANBY,4320,null,,9/13/2018
20108,Furnace Brook,Above sandy pull off along Rte 4,41.83068,-73.34903,CORNWALL,6010,null,,9/13/2018
20109,Hawleys Brook,Parking area at lower boundary of TBV Preserve.,41.24575,-73.34327,WESTON,7200,null,,9/14/2018
20110,Housatonic River,Big mainstem pool above Cornwall Covered Bridge,41.87254,-73.36424,CORNWALL,6000,null,,9/14/2018
20111,Housatonic River,"At Housatonic Meadows Camprgound, upper end",41.8401,-73.37705,SHARON,6000,null,,9/14/2018
20112,Little River,Along rte 67 just below and adjacent to Old State Rd,41.41777,-73.10238,OXFORD,6920,null,,9/14/2018
20113,Macedonia Brook,DS  Fuller Mountain Rd.,41.749999,-73.49416,KENT,6015,null,,8/13/2019
20114,Macedonia Brook,At upper Bridge in MBSP,41.781389,-73.49055,KENT,6015,null,,8/13/2019
20115,Macedonia Brook,US from lower wooden footbridge in MBSP,41.759719,-73.49333,KENT,6015,null,,9/14/2018
